Linux-x86_64, native, cjpeg, calling, timestamp, 1696844148569437
Linux-x86_64, native, basicmath, end, timestamp, 1696844137946056
Linux-x86_64, native, basicmath, accumulated, elapsed time, 206813
Linux-x86_64, wasmtime, basicmath, calling, timestamp, 1696844137966786
Linux-x86_64, wasmtime, basicmath, starting, timestamp, 1696844137970186
Linux-x86_64, wasmtime, basicmath, main, timestamp, 1696844138000986
Linux-x86_64, wasmtime, basicmath, start, timestamp, 1696844138000986
Linux-x86_64, wasmtime, basicmath, end, timestamp, 1696844138349129
Linux-x86_64, wasmtime, basicmath, accumulated, elapsed time, 348143
Linux-x86_64, iwasm, basicmath, calling, timestamp, 1696844138376480
Linux-x86_64, iwasm, basicmath, starting, timestamp, 1696844138377803
Linux-x86_64, iwasm, basicmath, main, timestamp, 1696844138383887
Linux-x86_64, iwasm, basicmath, start, timestamp, 1696844138383887
Linux-x86_64, iwasm, basicmath, end, timestamp, 1696844142429766
Linux-x86_64, iwasm, basicmath, accumulated, elapsed time, 4045879
Linux-x86_64, native, crc32, calling, timestamp, 1696844213568347
Linux-x86_64, native, crc32, starting, timestamp, 1696844213569428
Linux-x86_64, native, crc32, main, timestamp, 1696844213570670
Linux-x86_64, native, crc32, start, timestamp, 1696844213570699
Linux-x86_64, native, crc32, end, timestamp, 1696844213747170
Linux-x86_64, native, crc32, accumulated, elapsed time, 176471
Linux-x86_64, native, crc32, calling, timestamp, 1696844213748613
Linux-x86_64, native, crc32, starting, timestamp, 1696844213749634
Linux-x86_64, native, crc32, main, timestamp, 1696844213750863
Linux-x86_64, native, crc32, start, timestamp, 1696844213750892
Linux-x86_64, native, crc32, end, timestamp, 1696844213813554
Linux-x86_64, native, crc32, accumulated, elapsed time, 62662
Linux-x86_64, native, crc32, calling, timestamp, 1696844213814670
Linux-x86_64, native, crc32, starting, timestamp, 1696844213815665
Linux-x86_64, native, crc32, main, timestamp, 1696844213816918
Linux-x86_64, native, crc32, start, timestamp, 1696844213816949
Linux-x86_64, native, crc32, end, timestamp, 1696844213878449
Linux-x86_64, native, crc32, accumulated, elapsed time, 61500
Linux-x86_64, native, crc32, calling, timestamp, 1696844213879623
Linux-x86_64, native, crc32, starting, timestamp, 1696844213880636
Linux-x86_64, native, crc32, main, timestamp, 1696844213882204
Linux-x86_64, native, crc32, start, timestamp, 1696844213882231
Linux-x86_64, native, crc32, end, timestamp, 1696844213943772
Linux-x86_64, native, crc32, accumulated, elapsed time, 61541
Linux-x86_64, native, crc32, calling, timestamp, 1696844213944965
Linux-x86_64, native, crc32, starting, timestamp, 1696844213945984
Linux-x86_64, native, crc32, main, timestamp, 1696844213947161
Linux-x86_64, native, crc32, start, timestamp, 1696844213947189
Linux-x86_64, native, crc32, end, timestamp, 1696844214007556
Linux-x86_64, native, crc32, accumulated, elapsed time, 60367
Linux-x86_64, native, crc32, calling, timestamp, 1696844214008772
Linux-x86_64, native, crc32, starting, timestamp, 1696844214009733
Linux-x86_64, native, crc32, main, timestamp, 1696844214010891
Linux-x86_64, native, crc32, start, timestamp, 1696844214010919
Linux-x86_64, native, crc32, end, timestamp, 1696844214072494
Linux-x86_64, native, crc32, accumulated, elapsed time, 61575
Linux-x86_64, native, crc32, calling, timestamp, 1696844214073630
Linux-x86_64, native, crc32, starting, timestamp, 1696844214074689
Linux-x86_64, native, crc32, main, timestamp, 1696844214075891
Linux-x86_64, native, crc32, start, timestamp, 1696844214075930
Linux-x86_64, native, crc32, end, timestamp, 1696844214136393
Linux-x86_64, native, crc32, accumulated, elapsed time, 60463
Linux-x86_64, native, crc32, calling, timestamp, 1696844214137538
Linux-x86_64, native, crc32, starting, timestamp, 1696844214138492
Linux-x86_64, native, crc32, main, timestamp, 1696844214139631
Linux-x86_64, native, crc32, start, timestamp, 1696844214139660
Linux-x86_64, native, crc32, end, timestamp, 1696844214201093
Linux-x86_64, native, crc32, accumulated, elapsed time, 61433
Linux-x86_64, native, crc32, calling, timestamp, 1696844214202201
Linux-x86_64, native, crc32, starting, timestamp, 1696844214203203
Linux-x86_64, native, crc32, main, timestamp, 1696844214204361
Linux-x86_64, native, crc32, start, timestamp, 1696844214204389
Linux-x86_64, native, crc32, end, timestamp, 1696844214269528
Linux-x86_64, native, crc32, accumulated, elapsed time, 65139
Linux-x86_64, native, crc32, calling, timestamp, 1696844214270636
Linux-x86_64, native, crc32, starting, timestamp, 1696844214271625
Linux-x86_64, native, crc32, main, timestamp, 1696844214272803
Linux-x86_64, native, crc32, start, timestamp, 1696844214272832
Linux-x86_64, native, crc32, end, timestamp, 1696844214334174
Linux-x86_64, native, crc32, accumulated, elapsed time, 61342
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844214342421
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844214345394
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844214372987
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844214373025
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844214492415
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 119390
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844214497588
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844214500919
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844214502551
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844214502585
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844214622145
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 119560
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844214623937
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844214626752
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844214628352
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844214628385
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844214746513
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 118128
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844214748165
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844214750860
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844214752711
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844214752744
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844214873663
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 120919
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844214875360
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844214878253
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844214879796
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844214879828
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844215000036
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 120208
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844215002086
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844215004701
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844215006290
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844215006321
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844215126033
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 119712
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844215127694
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844215130337
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844215131794
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844215131820
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844215251983
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 120163
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844215253644
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844215256229
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844215257853
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844215257882
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844215376998
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 119116
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844215379011
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844215381726
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844215383266
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844215383300
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844215502686
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 119386
Linux-x86_64, wasmtime, crc32, calling, timestamp, 1696844215504396
Linux-x86_64, wasmtime, crc32, starting, timestamp, 1696844215507019
Linux-x86_64, wasmtime, crc32, main, timestamp, 1696844215508600
Linux-x86_64, wasmtime, crc32, start, timestamp, 1696844215508633
Linux-x86_64, wasmtime, crc32, end, timestamp, 1696844215628284
Linux-x86_64, wasmtime, crc32, accumulated, elapsed time, 119651
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844215637627
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844215638938
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844215644248
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844215644280
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844216589555
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 945275
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844216591112
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844216592372
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844216597736
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844216597766
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844217545288
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 947522
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844217546844
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844217548104
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844217553310
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844217553341
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844218497477
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 944136
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844218498967
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844218500242
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844218505356
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844218505387
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844219451077
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 945690
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844219452644
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844219453802
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844219458582
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844219458613
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844220404785
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 946172
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844220406303
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844220407596
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844220412607
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844220412642
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844221358433
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 945791
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844221359947
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844221361262
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844221366300
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844221366330
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844222309988
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 943658
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844222311575
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844222312952
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844222318144
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844222318175
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844223262994
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 944819
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844223264566
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844223265924
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844223271215
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844223271246
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844224216816
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 945570
Linux-x86_64, iwasm, crc32, calling, timestamp, 1696844224218747
Linux-x86_64, iwasm, crc32, starting, timestamp, 1696844224219978
Linux-x86_64, iwasm, crc32, main, timestamp, 1696844224225006
Linux-x86_64, iwasm, crc32, start, timestamp, 1696844224225039
Linux-x86_64, iwasm, crc32, end, timestamp, 1696844225302390
Linux-x86_64, iwasm, crc32, accumulated, elapsed time, 1077351
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844202764581
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844202765635
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844202766857
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844202766887
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844202845948
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 79061
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844202847290
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844202848387
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844202849645
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844202849674
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844202923335
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73661
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844202924590
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844202925662
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844202927303
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844202927380
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203000804
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73424
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203002546
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203003604
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203004856
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203004886
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203078156
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73270
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203079370
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203080405
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203081595
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203081624
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203154435
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 72811
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203155653
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203156711
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203157812
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203157840
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203231083
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73243
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203232307
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203233378
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203234483
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203234512
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203307902
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73390
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203309155
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203310145
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203311283
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203311313
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203384632
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73319
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203385783
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203386838
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203388006
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203388037
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203461563
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73526
Linux-x86_64, native, rawdaudio, calling, timestamp, 1696844203462793
Linux-x86_64, native, rawdaudio, starting, timestamp, 1696844203463828
Linux-x86_64, native, rawdaudio, main, timestamp, 1696844203465016
Linux-x86_64, native, rawdaudio, start, timestamp, 1696844203465047
Linux-x86_64, native, rawdaudio, end, timestamp, 1696844203538241
Linux-x86_64, native, rawdaudio, accumulated, elapsed time, 73194
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844203817438
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844203820363
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844203847631
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844203847678
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844203950660
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 102982
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844203955341
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844203958386
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844203960013
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844203960050
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204062973
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 102923
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204064911
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204067815
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204069511
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204069546
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204173210
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 103664
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204175076
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204178046
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204179601
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204179637
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204283111
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 103474
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204285251
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204288116
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204289793
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204289833
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204393471
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 103638
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204395312
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204398188
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204399683
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204399720
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204502465
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 102745
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204504245
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204507101
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204508744
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204508784
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204612075
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 103291
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204613903
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204616642
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204618277
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204618310
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204721757
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 103447
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204723575
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204726871
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204728395
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204728429
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204831293
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 102864
Linux-x86_64, wasmtime, rawdaudio, calling, timestamp, 1696844204833078
Linux-x86_64, wasmtime, rawdaudio, starting, timestamp, 1696844204835888
Linux-x86_64, wasmtime, rawdaudio, main, timestamp, 1696844204837495
Linux-x86_64, wasmtime, rawdaudio, start, timestamp, 1696844204837530
Linux-x86_64, wasmtime, rawdaudio, end, timestamp, 1696844204940370
Linux-x86_64, wasmtime, rawdaudio, accumulated, elapsed time, 102840
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844205220964
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844205222133
Linux-x86_64, iwasm, rawdaudio, main, timestamp, 1696844205227709
Linux-x86_64, iwasm, rawdaudio, start, timestamp, 1696844205227743
Linux-x86_64, iwasm, rawdaudio, end, timestamp, 1696844205994786
Linux-x86_64, iwasm, rawdaudio, accumulated, elapsed time, 767043
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844205996361
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844205997736
Linux-x86_64, iwasm, rawdaudio, main, timestamp, 1696844206003242
Linux-x86_64, iwasm, rawdaudio, start, timestamp, 1696844206003276
Linux-x86_64, iwasm, rawdaudio, end, timestamp, 1696844206788117
Linux-x86_64, iwasm, rawdaudio, accumulated, elapsed time, 784841
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844206789762
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844206791084
Linux-x86_64, iwasm, rawdaudio, main, timestamp, 1696844206796770
Linux-x86_64, iwasm, rawdaudio, start, timestamp, 1696844206796807
Linux-x86_64, iwasm, rawdaudio, end, timestamp, 1696844207561955
Linux-x86_64, iwasm, rawdaudio, accumulated, elapsed time, 765148
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844207563546
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844207564888
Linux-x86_64, iwasm, rawdaudio, main, timestamp, 1696844207570305
Linux-x86_64, iwasm, rawdaudio, start, timestamp, 1696844207570339
Linux-x86_64, iwasm, rawdaudio, end, timestamp, 1696844208358666
Linux-x86_64, iwasm, rawdaudio, accumulated, elapsed time, 788327
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844208360252
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844208361615
Linux-x86_64, iwasm, rawdaudio, main, timestamp, 1696844208367021
Linux-x86_64, iwasm, rawdaudio, start, timestamp, 1696844208367054
Linux-x86_64, iwasm, rawdaudio, end, timestamp, 1696844209134693
Linux-x86_64, iwasm, rawdaudio, accumulated, elapsed time, 767639
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844209136284
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844209137573
Linux-x86_64, iwasm, rawdaudio, main, timestamp, 1696844209143175
Linux-x86_64, iwasm, rawdaudio, start, timestamp, 1696844209143210
Linux-x86_64, iwasm, rawdaudio, end, timestamp, 1696844209912130
Linux-x86_64, iwasm, rawdaudio, accumulated, elapsed time, 768920
Linux-x86_64, iwasm, rawdaudio, calling, timestamp, 1696844209913769
Linux-x86_64, iwasm, rawdaudio, starting, timestamp, 1696844209915073
