Linux-x86_64, native, cjpeg, calling, timestamp, 1696916704864865
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4747
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705138383
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705140612
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705143953
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705144025
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705148700
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4675
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705161364
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705163745
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705167008
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705167083
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705171830
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4747
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705183945
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705186424
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705189756
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705189825
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705194434
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4609
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705206669
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705208961
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705212342
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705212415
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705217116
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4701
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705229432
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705232604
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705235949
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705236024
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705240769
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4745
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705253071
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705255536
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705258752
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705258824
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705263596
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4772
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705275628
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705278003
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705281354
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705281429
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705286396
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4967
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705298690
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705300895
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705304324
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705304394
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705309132
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4738
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705321339
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705323716
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705326980
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705327056
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705331767
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4711
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705343749
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705346059
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705349326
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705349395
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705354154
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4759
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705366380
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705368668
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705372239
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705372312
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705376969
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4657
Linux-x86_64, wasmtime, cjpeg, calling, timestamp, 1696916705389147
WABENCH, wasmtime, cjpeg, starting, timestamp, 1696916705391564
Linux-x86_64, wasmtime, cjpeg, main, timestamp, 1696916705394814
Linux-x86_64, wasmtime, cjpeg, start, timestamp, 1696916705394892
Linux-x86_64, wasmtime, cjpeg, end, timestamp, 1696916705399533
Linux-x86_64, wasmtime, cjpeg, accumulated, elapsed time, 4641
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916705419544
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916705420834
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916705429122
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916705429223
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916705472676
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43453
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916705553110
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916705554335
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916705562751
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916705562855
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916705606068
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43213
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916705685830
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916705687059
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916705694744
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916705694845
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916705737872
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43027
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916705816934
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916705818172
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916705826006
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916705826100
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916705869315
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43215
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916705948445
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916705949680
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916705957836
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916705957930
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706001174
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43244
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706081163
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706082389
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706090196
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706090290
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706133697
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43407
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706213038
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706214270
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706222045
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706222140
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706265684
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43544
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706347255
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706348491
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706356506
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706356601
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706400234
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43633
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706479276
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706480439
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706488027
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706488121
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706531214
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43093
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706610806
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706611891
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706619710
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706619819
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706663517
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43698
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706743788
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706745066
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706752903
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706752997
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706796497
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43500
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916706875786
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916706877018
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916706884782
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916706884877
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916706928694
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43817
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916707008632
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916707009931
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916707017710
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916707017805
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916707061255
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43450
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916707141344
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916707143225
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916707151243
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916707151343
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916707194399
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43056
Linux-x86_64, iwasm, cjpeg, calling, timestamp, 1696916707273425
WABENCH, iwasm, cjpeg, starting, timestamp, 1696916707274700
Linux-x86_64, iwasm, cjpeg, main, timestamp, 1696916707282439
Linux-x86_64, iwasm, cjpeg, start, timestamp, 1696916707282533
Linux-x86_64, iwasm, cjpeg, end, timestamp, 1696916707326327
Linux-x86_64, iwasm, cjpeg, accumulated, elapsed time, 43794
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712771353
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712772376
Linux-x86_64, native, djpeg, main, timestamp, 1696916712773570
Linux-x86_64, native, djpeg, start, timestamp, 1696916712774185
Linux-x86_64, native, djpeg, end, timestamp, 1696916712776476
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2291
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712777718
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712779158
Linux-x86_64, native, djpeg, main, timestamp, 1696916712780257
Linux-x86_64, native, djpeg, start, timestamp, 1696916712780391
Linux-x86_64, native, djpeg, end, timestamp, 1696916712782314
Linux-x86_64, native, djpeg, accumulated, elapsed time, 1923
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712783892
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712784882
Linux-x86_64, native, djpeg, main, timestamp, 1696916712786046
Linux-x86_64, native, djpeg, start, timestamp, 1696916712786944
Linux-x86_64, native, djpeg, end, timestamp, 1696916712789274
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2330
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712790492
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712791468
Linux-x86_64, native, djpeg, main, timestamp, 1696916712792543
Linux-x86_64, native, djpeg, start, timestamp, 1696916712793693
Linux-x86_64, native, djpeg, end, timestamp, 1696916712795740
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2047
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712797003
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712798039
Linux-x86_64, native, djpeg, main, timestamp, 1696916712799145
Linux-x86_64, native, djpeg, start, timestamp, 1696916712799459
Linux-x86_64, native, djpeg, end, timestamp, 1696916712801467
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2008
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712802736
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712803749
Linux-x86_64, native, djpeg, main, timestamp, 1696916712804880
Linux-x86_64, native, djpeg, start, timestamp, 1696916712805831
Linux-x86_64, native, djpeg, end, timestamp, 1696916712808429
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2598
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712809781
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712810842
Linux-x86_64, native, djpeg, main, timestamp, 1696916712811879
Linux-x86_64, native, djpeg, start, timestamp, 1696916712812546
Linux-x86_64, native, djpeg, end, timestamp, 1696916712814505
Linux-x86_64, native, djpeg, accumulated, elapsed time, 1959
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712815646
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712816657
Linux-x86_64, native, djpeg, main, timestamp, 1696916712817796
Linux-x86_64, native, djpeg, start, timestamp, 1696916712819022
Linux-x86_64, native, djpeg, end, timestamp, 1696916712820999
Linux-x86_64, native, djpeg, accumulated, elapsed time, 1977
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712822667
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712823664
Linux-x86_64, native, djpeg, main, timestamp, 1696916712824822
Linux-x86_64, native, djpeg, start, timestamp, 1696916712825181
Linux-x86_64, native, djpeg, end, timestamp, 1696916712827201
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2020
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712828282
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712829282
Linux-x86_64, native, djpeg, main, timestamp, 1696916712830399
Linux-x86_64, native, djpeg, start, timestamp, 1696916712832283
Linux-x86_64, native, djpeg, end, timestamp, 1696916712834228
Linux-x86_64, native, djpeg, accumulated, elapsed time, 1945
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712835431
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712836375
Linux-x86_64, native, djpeg, main, timestamp, 1696916712837496
Linux-x86_64, native, djpeg, start, timestamp, 1696916712838479
Linux-x86_64, native, djpeg, end, timestamp, 1696916712840505
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2026
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712841782
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712842804
Linux-x86_64, native, djpeg, main, timestamp, 1696916712843811
Linux-x86_64, native, djpeg, start, timestamp, 1696916712844692
Linux-x86_64, native, djpeg, end, timestamp, 1696916712846671
Linux-x86_64, native, djpeg, accumulated, elapsed time, 1979
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712847786
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712848799
Linux-x86_64, native, djpeg, main, timestamp, 1696916712849930
Linux-x86_64, native, djpeg, start, timestamp, 1696916712851332
Linux-x86_64, native, djpeg, end, timestamp, 1696916712853534
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2202
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712854760
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712855704
Linux-x86_64, native, djpeg, main, timestamp, 1696916712857255
Linux-x86_64, native, djpeg, start, timestamp, 1696916712857655
Linux-x86_64, native, djpeg, end, timestamp, 1696916712859699
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2044
Linux-x86_64, native, djpeg, calling, timestamp, 1696916712860931
Linux-x86_64, native, djpeg, starting, timestamp, 1696916712861948
Linux-x86_64, native, djpeg, main, timestamp, 1696916712863065
Linux-x86_64, native, djpeg, start, timestamp, 1696916712864286
Linux-x86_64, native, djpeg, end, timestamp, 1696916712866479
Linux-x86_64, native, djpeg, accumulated, elapsed time, 2193
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712875262
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712878524
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712885912
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712886081
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712890046
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3965
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712891705
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712894360
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712897820
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712897957
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712901908
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3951
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712903530
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712905900
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712909285
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712909434
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712913416
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3982
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712915059
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712917509
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712920870
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712921003
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712924889
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3886
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712926526
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712928784
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712932208
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712932335
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712936283
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3948
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712937936
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712940288
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712943623
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712943755
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712947652
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3897
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712949391
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712951947
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712955504
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712955639
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712959617
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3978
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712961350
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712963862
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712967538
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712967684
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712971622
Linux-x86_64, wasmtime, djpeg, accumulated, elapsed time, 3938
Linux-x86_64, wasmtime, djpeg, calling, timestamp, 1696916712973405
WABENCH, wasmtime, djpeg, starting, timestamp, 1696916712975828
Linux-x86_64, wasmtime, djpeg, main, timestamp, 1696916712979346
Linux-x86_64, wasmtime, djpeg, start, timestamp, 1696916712979486
Linux-x86_64, wasmtime, djpeg, end, timestamp, 1696916712983386
